"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"09.05.2008","2.800,91","2.800,91","2.800,91","2.800,91","-","-0,80%"
"08.05.2008","2.823,49","2.823,49","2.823,49","2.823,49","-","0,64%"
"07.05.2008","2.805,49","2.805,49","2.805,49","2.805,49","-","-1,17%"
"06.05.2008","2.838,80","2.838,80","2.838,80","2.838,80","-","-2,51%"
"05.05.2008","2.911,86","2.911,86","2.911,86","2.911,86","-","-0,21%"
"02.05.2008","2.918,13","2.918,13","2.918,13","2.918,13","-","4,81%"
"30.04.2008","2.784,28","2.784,28","2.784,28","2.784,28","-","9,16%"
"29.04.2008","2.550,66","2.550,66","2.550,66","2.550,66","-","-2,26%"
"28.04.2008","2.609,76","2.609,76","2.609,76","2.609,76","-","1,24%"
"25.04.2008","2.577,68","2.577,68","2.577,68","2.577,68","-","2,11%"
"24.04.2008","2.524,47","2.524,47","2.524,47","2.524,47","-","0,68%"
"23.04.2008","2.507,49","2.507,49","2.507,49","2.507,49","-","-1,34%"
"22.04.2008","2.541,55","2.541,55","2.541,55","2.541,55","-","-1,50%"
"18.04.2008","2.580,26","2.580,26","2.580,26","2.580,26","-","1,70%"
"17.04.2008","2.537,23","2.537,23","2.537,23","2.537,23","-","2,68%"
"16.04.2008","2.471,02","2.471,02","2.471,02","2.471,02","-","4,85%"
"15.04.2008","2.356,65","2.356,65","2.356,65","2.356,65","-","0,64%"
"14.04.2008","2.341,60","2.341,60","2.341,60","2.341,60","-","-2,08%"
"11.04.2008","2.391,39","2.391,39","2.391,39","2.391,39","-","-1,78%"
"10.04.2008","2.434,67","2.434,67","2.434,67","2.434,67","-","-0,67%"
"09.04.2008","2.451,05","2.451,05","2.451,05","2.451,05","-","-2,19%"
"08.04.2008","2.505,97","2.505,97","2.505,97","2.505,97","-","0,71%"
"07.04.2008","2.488,35","2.488,35","2.488,35","2.488,35","-","1,09%"
"04.04.2008","2.461,43","2.461,43","2.461,43","2.461,43","-","-0,34%"
"03.04.2008","2.469,89","2.469,89","2.469,89","2.469,89","-","0,37%"
"02.04.2008","2.460,90","2.460,90","2.460,90","2.460,90","-","1,26%"
"01.04.2008","2.430,33","2.430,33","2.430,33","2.430,33","-","3,69%"
"31.03.2008","2.343,74","2.343,74","2.343,74","2.343,74","-","1,33%"
"28.03.2008","2.312,92","2.312,92","2.312,92","2.312,92","-","-1,74%"
"27.03.2008","2.353,78","2.353,78","2.353,78","2.353,78","-","-2,66%"
"26.03.2008","2.418,02","2.418,02","2.418,02","2.418,02","-","-1,22%"
"25.03.2008","2.447,97","2.447,97","2.447,97","2.447,97","-","3,82%"
"24.03.2008","2.357,92","2.357,92","2.357,92","2.357,92","-","-0,45%"
"20.03.2008","2.368,63","2.368,63","2.368,63","2.368,63","-","0,93%"
"19.03.2008","2.346,92","2.346,92","2.346,92","2.346,92","-","-4,35%"
"18.03.2008","2.453,74","2.453,74","2.453,74","2.453,74","-","3,13%"
"17.03.2008","2.379,35","2.379,35","2.379,35","2.379,35","-","-3,75%"
"14.03.2008","2.472,00","2.472,00","2.472,00","2.472,00","-","-1,19%"
"13.03.2008","2.501,80","2.501,80","2.501,80","2.501,80","-","0,67%"
"12.03.2008","2.485,27","2.485,27","2.485,27","2.485,27","-","-2,39%"
"11.03.2008","2.546,17","2.546,17","2.546,17","2.546,17","-","3,46%"
"10.03.2008","2.460,94","2.460,94","2.460,94","2.460,94","-","-1,65%"
"07.03.2008","2.502,34","2.502,34","2.502,34","2.502,34","-","-2,52%"
"06.03.2008","2.567,12","2.567,12","2.567,12","2.567,12","-","-2,91%"
"05.03.2008","2.644,05","2.644,05","2.644,05","2.644,05","-","2,78%"
"04.03.2008","2.572,60","2.572,60","2.572,60","2.572,60","-","-1,91%"
"03.03.2008","2.622,66","2.622,66","2.622,66","2.622,66","-","1,55%"
"29.02.2008","2.582,65","2.582,65","2.582,65","2.582,65","-","-3,14%"
"28.02.2008","2.666,24","2.666,24","2.666,24","2.666,24","-","-0,35%"
"27.02.2008","2.675,68","2.675,68","2.675,68","2.675,68","-","1,45%"
"26.02.2008","2.637,46","2.637,46","2.637,46","2.637,46","-","1,08%"
"25.02.2008","2.609,31","2.609,31","2.609,31","2.609,31","-","1,34%"
"22.02.2008","2.574,76","2.574,76","2.574,76","2.574,76","-","1,18%"
"21.02.2008","2.544,68","2.544,68","2.544,68","2.544,68","-","0,41%"
"20.02.2008","2.534,17","2.534,17","2.534,17","2.534,17","-","2,09%"
"19.02.2008","2.482,39","2.482,39","2.482,39","2.482,39","-","-1,36%"
"18.02.2008","2.516,54","2.516,54","2.516,54","2.516,54","-","3,00%"
"15.02.2008","2.443,29","2.443,29","2.443,29","2.443,29","-","0,70%"
"14.02.2008","2.426,31","2.426,31","2.426,31","2.426,31","-","-2,08%"
"13.02.2008","2.477,75","2.477,75","2.477,75","2.477,75","-","2,89%"
"12.02.2008","2.408,14","2.408,14","2.408,14","2.408,14","-","3,80%"
"11.02.2008","2.320,00","2.320,00","2.320,00","2.320,00","-","2,69%"
"08.02.2008","2.259,25","2.259,25","2.259,25","2.259,25","-","-0,73%"
"07.02.2008","2.275,90","2.275,90","2.275,90","2.275,90","-","-1,18%"
"06.02.2008","2.302,98","2.302,98","2.302,98","2.302,98","-","-3,52%"
"01.02.2008","2.386,96","2.386,96","2.386,96","2.386,96","-","-1,81%"
"31.01.2008","2.430,92","2.430,92","2.430,92","2.430,92","-","-2,88%"
"30.01.2008","2.503,09","2.503,09","2.503,09","2.503,09","-","0,18%"
"29.01.2008","2.498,52","2.498,52","2.498,52","2.498,52","-","0,40%"
"28.01.2008","2.488,60","2.488,60","2.488,60","2.488,60","-","-0,15%"
"24.01.2008","2.492,29","2.492,29","2.492,29","2.492,29","-","7,78%"
"23.01.2008","2.312,28","2.312,28","2.312,28","2.312,28","-","-2,41%"
"22.01.2008","2.369,49","2.369,49","2.369,49","2.369,49","-","1,44%"
"21.01.2008","2.335,83","2.335,83","2.335,83","2.335,83","-","-3,84%"
"18.01.2008","2.429,07","2.429,07","2.429,07","2.429,07","-","-1,02%"
"17.01.2008","2.454,20","2.454,20","2.454,20","2.454,20","-","-2,50%"
"16.01.2008","2.517,18","2.517,18","2.517,18","2.517,18","-","-1,38%"
"15.01.2008","2.552,45","2.552,45","2.552,45","2.552,45","-","-3,63%"
"14.01.2008","2.648,46","2.648,46","2.648,46","2.648,46","-","0,53%"
"11.01.2008","2.634,57","2.634,57","2.634,57","2.634,57","-","-2,53%"
"10.01.2008","2.703,06","2.703,06","2.703,06","2.703,06","-","2,27%"
"09.01.2008","2.643,05","2.643,05","2.643,05","2.643,05","-","0,18%"
"08.01.2008","2.638,25","2.638,25","2.638,25","2.638,25","-","1,35%"
"07.01.2008","2.603,15","2.603,15","2.603,15","2.603,15","-","0,75%"
"04.01.2008","2.583,73","2.583,73","2.583,73","2.583,73","-","-0,31%"
"03.01.2008","2.591,75","2.591,75","2.591,75","2.591,75","-","-1,60%"
"02.01.2008","2.633,96","2.633,96","2.633,96","2.633,96","-","-3,97%"
"28.12.2007","2.742,89","2.742,89","2.742,89","2.742,89","-","-1,27%"
"27.12.2007","2.778,12","2.778,12","2.778,12","2.778,12","-","-1,61%"
"26.12.2007","2.823,65","2.823,65","2.823,65","2.823,65","-","1,50%"
"21.12.2007","2.781,95","2.781,95","2.781,95","2.781,95","-","-0,16%"
"20.12.2007","2.786,36","2.786,36","2.786,36","2.786,36","-","-0,64%"
"19.12.2007","2.804,39","2.804,39","2.804,39","2.804,39","-","1,69%"
"18.12.2007","2.757,87","2.757,87","2.757,87","2.757,87","-","2,56%"
"17.12.2007","2.689,06","2.689,06","2.689,06","2.689,06","-","-4,20%"
"14.12.2007","2.806,90","2.806,90","2.806,90","2.806,90","-","0,07%"
"13.12.2007","2.804,89","2.804,89","2.804,89","2.804,89","-","-3,07%"
"12.12.2007","2.893,65","2.893,65","2.893,65","2.893,65","-","-1,28%"
"11.12.2007","2.931,24","2.931,24","2.931,24","2.931,24","-","-1,65%"
"10.12.2007","2.980,55","2.980,55","2.980,55","2.980,55","-","-0,69%"
"07.12.2007","3.001,28","3.001,28","3.001,28","3.001,28","-","0,07%"
"06.12.2007","2.999,19","2.999,19","2.999,19","2.999,19","-","1,93%"
"05.12.2007","2.942,52","2.942,52","2.942,52","2.942,52","-","0,88%"
"04.12.2007","2.916,99","2.916,99","2.916,99","2.916,99","-","-7,87%"
"03.12.2007","3.166,00","3.166,00","3.166,00","3.166,00","-","-0,19%"
"30.11.2007","3.172,03","3.172,03","3.172,03","3.172,03","-","4,71%"
"29.11.2007","3.029,28","3.029,28","3.029,28","3.029,28","-","0,73%"
"28.11.2007","3.007,18","3.007,18","3.007,18","3.007,18","-","5,73%"
"27.11.2007","2.844,14","2.844,14","2.844,14","2.844,14","-","3,62%"
"26.11.2007","2.744,88","2.744,88","2.744,88","2.744,88","-","-1,24%"
"23.11.2007","2.779,34","2.779,34","2.779,34","2.779,34","-","1,05%"
"22.11.2007","2.750,47","2.750,47","2.750,47","2.750,47","-","-0,02%"
"21.11.2007","2.751,07","2.751,07","2.751,07","2.751,07","-","-4,61%"
"19.11.2007","2.884,08","2.884,08","2.884,08","2.884,08","-","-4,74%"
"16.11.2007","3.027,55","3.027,55","3.027,55","3.027,55","-","0,25%"
"14.11.2007","3.020,00","3.020,00","3.020,00","3.020,00","-","0,94%"
"13.11.2007","2.991,90","2.991,90","2.991,90","2.991,90","-","3,33%"
"12.11.2007","2.895,46","2.895,46","2.895,46","2.895,46","-","-3,03%"
"09.11.2007","2.985,87","2.985,87","2.985,87","2.985,87","-","1,72%"
"08.11.2007","2.935,37","2.935,37","2.935,37","2.935,37","-","-3,52%"
"07.11.2007","3.042,60","3.042,60","3.042,60","3.042,60","-","-2,02%"
"06.11.2007","3.105,21","3.105,21","3.105,21","3.105,21","-","1,82%"
"05.11.2007","3.049,71","3.049,71","3.049,71","3.049,71","-","-10,04%"
"01.11.2007","3.390,17","3.390,17","3.390,17","3.390,17","-","-3,08%"
"31.10.2007","3.498,05","3.498,05","3.498,05","3.498,05","-","1,87%"
"30.10.2007","3.433,67","3.433,67","3.433,67","3.433,67","-","-1,09%"
"29.10.2007","3.471,59","3.471,59","3.471,59","3.471,59","-","0,13%"
"26.10.2007","3.467,04","3.467,04","3.467,04","3.467,04","-","4,12%"
"25.10.2007","3.329,80","3.329,80","3.329,80","3.329,80","-","-0,30%"
"24.10.2007","3.339,84","3.339,84","3.339,84","3.339,84","-","-0,91%"
"23.10.2007","3.370,57","3.370,57","3.370,57","3.370,57","-","3,30%"
"22.10.2007","3.262,83","3.262,83","3.262,83","3.262,83","-","1,23%"
"19.10.2007","3.223,33","3.223,33","3.223,33","3.223,33","-","-3,51%"
"18.10.2007","3.340,50","3.340,50","3.340,50","3.340,50","-","0,30%"
"17.10.2007","3.330,36","3.330,36","3.330,36","3.330,36","-","2,65%"
"16.10.2007","3.244,27","3.244,27","3.244,27","3.244,27","-","-2,86%"
"15.10.2007","3.339,65","3.339,65","3.339,65","3.339,65","-","-0,49%"
"11.10.2007","3.355,94","3.355,94","3.355,94","3.355,94","-","-2,68%"
"10.10.2007","3.448,28","3.448,28","3.448,28","3.448,28","-","-1,50%"
"09.10.2007","3.500,78","3.500,78","3.500,78","3.500,78","-","0,96%"
"08.10.2007","3.467,61","3.467,61","3.467,61","3.467,61","-","0,39%"
"05.10.2007","3.454,11","3.454,11","3.454,11","3.454,11","-","4,48%"
"04.10.2007","3.305,91","3.305,91","3.305,91","3.305,91","-","0,65%"
"03.10.2007","3.284,53","3.284,53","3.284,53","3.284,53","-","-3,58%"
"02.10.2007","3.406,36","3.406,36","3.406,36","3.406,36","-","-6,15%"
"01.10.2007","3.629,51","3.629,51","3.629,51","3.629,51","-","2,68%"
"28.09.2007","3.534,61","3.534,61","3.534,61","3.534,61","-","-0,71%"
"27.09.2007","3.559,96","3.559,96","3.559,96","3.559,96","-","3,36%"
"26.09.2007","3.444,20","3.444,20","3.444,20","3.444,20","-","3,26%"
"25.09.2007","3.335,36","3.335,36","3.335,36","3.335,36","-","0,54%"
"24.09.2007","3.317,39","3.317,39","3.317,39","3.317,39","-","1,18%"
"21.09.2007","3.278,67","3.278,67","3.278,67","3.278,67","-","0,65%"
"20.09.2007","3.257,52","3.257,52","3.257,52","3.257,52","-","-0,68%"
"19.09.2007","3.279,89","3.279,89","3.279,89","3.279,89","-","0,96%"
"18.09.2007","3.248,65","3.248,65","3.248,65","3.248,65","-","4,56%"
"17.09.2007","3.106,92","3.106,92","3.106,92","3.106,92","-","-1,76%"
"14.09.2007","3.162,73","3.162,73","3.162,73","3.162,73","-","0,47%"
"13.09.2007","3.147,86","3.147,86","3.147,86","3.147,86","-","3,00%"
"12.09.2007","3.056,11","3.056,11","3.056,11","3.056,11","-","0,48%"
"11.09.2007","3.041,48","3.041,48","3.041,48","3.041,48","-","0,70%"
"10.09.2007","3.020,46","3.020,46","3.020,46","3.020,46","-","-3,75%"
"06.09.2007","3.138,00","3.138,00","3.138,00","3.138,00","-","-0,84%"
"05.09.2007","3.164,74","3.164,74","3.164,74","3.164,74","-","-2,22%"
"04.09.2007","3.236,70","3.236,70","3.236,70","3.236,70","-","-8,92%"
"03.09.2007","3.553,57","3.553,57","3.553,57","3.553,57","-","0,81%"
"31.08.2007","3.524,85","3.524,85","3.524,85","3.524,85","-","3,83%"
"30.08.2007","3.394,87","3.394,87","3.394,87","3.394,87","-","0,30%"
"29.08.2007","3.384,67","3.384,67","3.384,67","3.384,67","-","0,20%"
"28.08.2007","3.377,97","3.377,97","3.377,97","3.377,97","-","-3,16%"
"27.08.2007","3.488,23","3.488,23","3.488,23","3.488,23","-","0,06%"
"24.08.2007","3.486,00","3.486,00","3.486,00","3.486,00","-","1,59%"
"23.08.2007","3.431,55","3.431,55","3.431,55","3.431,55","-","-0,70%"
"22.08.2007","3.455,75","3.455,75","3.455,75","3.455,75","-","3,27%"
"21.08.2007","3.346,34","3.346,34","3.346,34","3.346,34","-","0,94%"
"20.08.2007","3.315,14","3.315,14","3.315,14","3.315,14","-","2,95%"
"17.08.2007","3.220,28","3.220,28","3.220,28","3.220,28","-","1,58%"
"16.08.2007","3.170,10","3.170,10","3.170,10","3.170,10","-","-2,85%"
"15.08.2007","3.263,04","3.263,04","3.263,04","3.263,04","-","-3,91%"
"14.08.2007","3.395,76","3.395,76","3.395,76","3.395,76","-","-1,78%"
"13.08.2007","3.457,35","3.457,35","3.457,35","3.457,35","-","-1,40%"
"10.08.2007","3.506,29","3.506,29","3.506,29","3.506,29","-","0,19%"
"09.08.2007","3.499,58","3.499,58","3.499,58","3.499,58","-","-1,67%"
"08.08.2007","3.559,05","3.559,05","3.559,05","3.559,05","-","1,78%"
"07.08.2007","3.496,94","3.496,94","3.496,94","3.496,94","-","-0,50%"
"06.08.2007","3.514,64","3.514,64","3.514,64","3.514,64","-","-0,14%"
"03.08.2007","3.519,40","3.519,40","3.519,40","3.519,40","-","-2,11%"
"02.08.2007","3.595,11","3.595,11","3.595,11","3.595,11","-","1,19%"
"01.08.2007","3.552,93","3.552,93","3.552,93","3.552,93","-","-0,31%"
"31.07.2007","3.563,82","3.563,82","3.563,82","3.563,82","-","-0,27%"
"30.07.2007","3.573,58","3.573,58","3.573,58","3.573,58","-","2,94%"
"27.07.2007","3.471,56","3.471,56","3.471,56","3.471,56","-","-2,84%"
"26.07.2007","3.572,87","3.572,87","3.572,87","3.572,87","-","-2,36%"
"25.07.2007","3.659,28","3.659,28","3.659,28","3.659,28","-","-0,74%"
"24.07.2007","3.686,72","3.686,72","3.686,72","3.686,72","-","-4,04%"
"23.07.2007","3.842,10","3.842,10","3.842,10","3.842,10","-","1,37%"
"20.07.2007","3.790,11","3.790,11","3.790,11","3.790,11","-","-1,91%"
"19.07.2007","3.863,84","3.863,84","3.863,84","3.863,84","-","0,93%"
"18.07.2007","3.828,35","3.828,35","3.828,35","3.828,35","-","0,49%"
"17.07.2007","3.809,74","3.809,74","3.809,74","3.809,74","-","0,51%"
"16.07.2007","3.790,41","3.790,41","3.790,41","3.790,41","-","1,74%"
"13.07.2007","3.725,65","3.725,65","3.725,65","3.725,65","-","-0,65%"
"12.07.2007","3.750,15","3.750,15","3.750,15","3.750,15","-","4,17%"
"11.07.2007","3.599,96","3.599,96","3.599,96","3.599,96","-","1,87%"
"10.07.2007","3.533,82","3.533,82","3.533,82","3.533,82","-","-0,73%"
"06.07.2007","3.559,92","3.559,92","3.559,92","3.559,92","-","0,31%"
"05.07.2007","3.548,92","3.548,92","3.548,92","3.548,92","-","0,07%"
"04.07.2007","3.546,42","3.546,42","3.546,42","3.546,42","-","-0,51%"
"03.07.2007","3.564,67","3.564,67","3.564,67","3.564,67","-","0,93%"
"02.07.2007","3.531,71","3.531,71","3.531,71","3.531,71","-","0,77%"
"29.06.2007","3.504,67","3.504,67","3.504,67","3.504,67","-","0,51%"
"28.06.2007","3.487,04","3.487,04","3.487,04","3.487,04","-","-0,11%"
"27.06.2007","3.490,90","3.490,90","3.490,90","3.490,90","-","0,08%"
"26.06.2007","3.487,96","3.487,96","3.487,96","3.487,96","-","-1,03%"
"25.06.2007","3.524,28","3.524,28","3.524,28","3.524,28","-","-0,41%"
"22.06.2007","3.538,79","3.538,79","3.538,79","3.538,79","-","-0,35%"
"21.06.2007","3.551,24","3.551,24","3.551,24","3.551,24","-","0,64%"
"20.06.2007","3.528,71","3.528,71","3.528,71","3.528,71","-","-0,89%"
"19.06.2007","3.560,35","3.560,35","3.560,35","3.560,35","-","0,27%"
"18.06.2007","3.550,90","3.550,90","3.550,90","3.550,90","-","-0,13%"
"15.06.2007","3.555,69","3.555,69","3.555,69","3.555,69","-","1,89%"
"14.06.2007","3.489,86","3.489,86","3.489,86","3.489,86","-","1,30%"
"13.06.2007","3.445,03","3.445,03","3.445,03","3.445,03","-","1,22%"
"12.06.2007","3.403,49","3.403,49","3.403,49","3.403,49","-","-2,42%"
"11.06.2007","3.487,82","3.487,82","3.487,82","3.487,82","-","0,76%"
"08.06.2007","3.461,55","3.461,55","3.461,55","3.461,55","-","-0,16%"
"06.06.2007","3.467,13","3.467,13","3.467,13","3.467,13","-","-2,01%"
"05.06.2007","3.538,15","3.538,15","3.538,15","3.538,15","-","-0,01%"
"04.06.2007","3.538,42","3.538,42","3.538,42","3.538,42","-","-0,80%"
"01.06.2007","3.566,79","3.566,79","3.566,79","3.566,79","-","2,82%"
"31.05.2007","3.468,80","3.468,80","3.468,80","3.468,80","-","-0,98%"
"30.05.2007","3.503,23","3.503,23","3.503,23","3.503,23","-","0,69%"
"29.05.2007","3.479,36","3.479,36","3.479,36","3.479,36","-","-0,65%"
"28.05.2007","3.502,02","3.502,02","3.502,02","3.502,02","-","1,23%"
"25.05.2007","3.459,41","3.459,41","3.459,41","3.459,41","-","1,33%"
"24.05.2007","3.414,14","3.414,14","3.414,14","3.414,14","-","-2,90%"
"23.05.2007","3.516,20","3.516,20","3.516,20","3.516,20","-","-0,52%"
"22.05.2007","3.534,48","3.534,48","3.534,48","3.534,48","-","-1,36%"
"21.05.2007","3.583,26","3.583,26","3.583,26","3.583,26","-","0,38%"
"18.05.2007","3.569,70","3.569,70","3.569,70","3.569,70","-","1,92%"
"17.05.2007","3.502,36","3.502,36","3.502,36","3.502,36","-","0,73%"
"16.05.2007","3.477,02","3.477,02","3.477,02","3.477,02","-","3,12%"
"15.05.2007","3.371,77","3.371,77","3.371,77","3.371,77","-","0,81%"
"14.05.2007","3.344,74","3.344,74","3.344,74","3.344,74","-","-1,78%"
"11.05.2007","3.405,32","3.405,32","3.405,32","3.405,32","-","0,60%"
"10.05.2007","3.384,91","3.384,91","3.384,91","3.384,91","-","-2,78%"
"09.05.2007","3.481,79","3.481,79","3.481,79","3.481,79","-","3,70%"
"08.05.2007","3.357,60","3.357,60","3.357,60","3.357,60","-","1,70%"
"07.05.2007","3.301,51","3.301,51","3.301,51","3.301,51","-","0,16%"
"04.05.2007","3.296,11","3.296,11","3.296,11","3.296,11","-","1,17%"
"03.05.2007","3.258,13","3.258,13","3.258,13","3.258,13","-","1,80%"
"02.05.2007","3.200,64","3.200,64","3.200,64","3.200,64","-","1,70%"
"30.04.2007","3.147,24","3.147,24","3.147,24","3.147,24","-","-1,96%"
"27.04.2007","3.210,13","3.210,13","3.210,13","3.210,13","-","0,33%"
"26.04.2007","3.199,48","3.199,48","3.199,48","3.199,48","-","-0,46%"
"25.04.2007","3.214,21","3.214,21","3.214,21","3.214,21","-","1,82%"
"24.04.2007","3.156,87","3.156,87","3.156,87","3.156,87","-","-1,38%"
"23.04.2007","3.200,91","3.200,91","3.200,91","3.200,91","-","-0,62%"
"20.04.2007","3.221,00","3.221,00","3.221,00","3.221,00","-","1,39%"
"19.04.2007","3.176,97","3.176,97","3.176,97","3.176,97","-","0,81%"
"18.04.2007","3.151,59","3.151,59","3.151,59","3.151,59","-","0,12%"
"17.04.2007","3.147,67","3.147,67","3.147,67","3.147,67","-","0,83%"
"16.04.2007","3.121,85","3.121,85","3.121,85","3.121,85","-","3,53%"
"13.04.2007","3.015,45","3.015,45","3.015,45","3.015,45","-","0,61%"
"12.04.2007","2.997,28","2.997,28","2.997,28","2.997,28","-","0,42%"
"11.04.2007","2.984,64","2.984,64","2.984,64","2.984,64","-","-1,84%"
"10.04.2007","3.040,47","3.040,47","3.040,47","3.040,47","-","0,44%"
"09.04.2007","3.027,10","3.027,10","3.027,10","3.027,10","-","0,21%"
"05.04.2007","3.020,73","3.020,73","3.020,73","3.020,73","-","0,79%"
"04.04.2007","2.997,09","2.997,09","2.997,09","2.997,09","-","0,76%"
"03.04.2007","2.974,57","2.974,57","2.974,57","2.974,57","-","2,59%"
"02.04.2007","2.899,39","2.899,39","2.899,39","2.899,39","-","-2,13%"
"30.03.2007","2.962,42","2.962,42","2.962,42","2.962,42","-","0,94%"
"29.03.2007","2.934,97","2.934,97","2.934,97","2.934,97","-","0,50%"
"28.03.2007","2.920,29","2.920,29","2.920,29","2.920,29","-","-3,19%"
"27.03.2007","3.016,47","3.016,47","3.016,47","3.016,47","-","-1,10%"
"26.03.2007","3.049,92","3.049,92","3.049,92","3.049,92","-","0,03%"
"23.03.2007","3.049,09","3.049,09","3.049,09","3.049,09","-","0,06%"
"22.03.2007","3.047,21","3.047,21","3.047,21","3.047,21","-","-0,20%"
"21.03.2007","3.053,27","3.053,27","3.053,27","3.053,27","-","3,36%"
"20.03.2007","2.953,90","2.953,90","2.953,90","2.953,90","-","1,44%"
"19.03.2007","2.912,11","2.912,11","2.912,11","2.912,11","-","3,56%"
"16.03.2007","2.811,92","2.811,92","2.811,92","2.811,92","-","-1,40%"
"15.03.2007","2.851,86","2.851,86","2.851,86","2.851,86","-","-0,14%"
"14.03.2007","2.855,81","2.855,81","2.855,81","2.855,81","-","0,83%"
"13.03.2007","2.832,26","2.832,26","2.832,26","2.832,26","-","-3,68%"
"12.03.2007","2.940,38","2.940,38","2.940,38","2.940,38","-","-0,32%"
"09.03.2007","2.949,70","2.949,70","2.949,70","2.949,70","-","1,24%"
"08.03.2007","2.913,66","2.913,66","2.913,66","2.913,66","-","1,92%"
"07.03.2007","2.858,87","2.858,87","2.858,87","2.858,87","-","-1,31%"
"06.03.2007","2.896,85","2.896,85","2.896,85","2.896,85","-","4,50%"
"05.03.2007","2.772,13","2.772,13","2.772,13","2.772,13","-","-1,99%"
"02.03.2007","2.828,48","2.828,48","2.828,48","2.828,48","-","-3,64%"
"01.03.2007","2.935,20","2.935,20","2.935,20","2.935,20","-","-0,05%"
"28.02.2007","2.936,73","2.936,73","2.936,73","2.936,73","-","0,70%"
"27.02.2007","2.916,37","2.916,37","2.916,37","2.916,37","-","-4,91%"
"26.02.2007","3.066,86","3.066,86","3.066,86","3.066,86","-","0,22%"
"23.02.2007","3.060,26","3.060,26","3.060,26","3.060,26","-","-1,48%"
"22.02.2007","3.106,19","3.106,19","3.106,19","3.106,19","-","1,05%"
"21.02.2007","3.074,04","3.074,04","3.074,04","3.074,04","-","-0,32%"
"16.02.2007","3.083,92","3.083,92","3.083,92","3.083,92","-","-1,04%"
"15.02.2007","3.116,22","3.116,22","3.116,22","3.116,22","-","-1,12%"
"14.02.2007","3.151,67","3.151,67","3.151,67","3.151,67","-","3,32%"
"13.02.2007","3.050,35","3.050,35","3.050,35","3.050,35","-","0,62%"
"12.02.2007","3.031,68","3.031,68","3.031,68","3.031,68","-","-0,67%"
"09.02.2007","3.052,18","3.052,18","3.052,18","3.052,18","-","-2,22%"
"08.02.2007","3.121,48","3.121,48","3.121,48","3.121,48","-","-0,32%"
"07.02.2007","3.131,64","3.131,64","3.131,64","3.131,64","-","-0,06%"
"06.02.2007","3.133,45","3.133,45","3.133,45","3.133,45","-","0,11%"
"05.02.2007","3.130,13","3.130,13","3.130,13","3.130,13","-","-0,02%"
"02.02.2007","3.130,74","3.130,74","3.130,74","3.130,74","-","0,85%"
"01.02.2007","3.104,29","3.104,29","3.104,29","3.104,29","-","-0,44%"
"31.01.2007","3.117,94","3.117,94","3.117,94","3.117,94","-","0,40%"
"30.01.2007","3.105,66","3.105,66","3.105,66","3.105,66","-","0,56%"
"29.01.2007","3.088,23","3.088,23","3.088,23","3.088,23","-","-2,31%"
"26.01.2007","3.161,17","3.161,17","3.161,17","3.161,17","-","0,11%"
"24.01.2007","3.157,59","3.157,59","3.157,59","3.157,59","-","1,07%"
"23.01.2007","3.124,08","3.124,08","3.124,08","3.124,08","-","0,21%"
"22.01.2007","3.117,61","3.117,61","3.117,61","3.117,61","-","0,10%"
"19.01.2007","3.114,51","3.114,51","3.114,51","3.114,51","-","1,95%"
"18.01.2007","3.055,08","3.055,08","3.055,08","3.055,08","-","-0,31%"
"17.01.2007","3.064,61","3.064,61","3.064,61","3.064,61","-","0,87%"
"16.01.2007","3.038,12","3.038,12","3.038,12","3.038,12","-","-0,30%"
"15.01.2007","3.047,24","3.047,24","3.047,24","3.047,24","-","0,46%"
"12.01.2007","3.033,19","3.033,19","3.033,19","3.033,19","-","1,02%"
"11.01.2007","3.002,60","3.002,60","3.002,60","3.002,60","-","1,72%"
"10.01.2007","2.951,72","2.951,72","2.951,72","2.951,72","-","-0,47%"
"09.01.2007","2.965,78","2.965,78","2.965,78","2.965,78","-","-2,00%"
"08.01.2007","3.026,28","3.026,28","3.026,28","3.026,28","-","2,19%"
"05.01.2007","2.961,41","2.961,41","2.961,41","2.961,41","-","-3,93%"
"04.01.2007","3.082,45","3.082,45","3.082,45","3.082,45","-","0,25%"
"03.01.2007","3.074,62","3.074,62","3.074,62","3.074,62","-","-0,57%"
"02.01.2007","3.092,13","3.092,13","3.092,13","3.092,13","-","2,15%"
"28.12.2006","3.027,09","3.027,09","3.027,09","3.027,09","-","1,25%"
"27.12.2006","2.989,73","2.989,73","2.989,73","2.989,73","-","2,74%"
"26.12.2006","2.909,98","2.909,98","2.909,98","2.909,98","-","0,87%"
"22.12.2006","2.884,91","2.884,91","2.884,91","2.884,91","-","-0,59%"
"21.12.2006","2.901,91","2.901,91","2.901,91","2.901,91","-","0,42%"
"20.12.2006","2.889,78","2.889,78","2.889,78","2.889,78","-","0,68%"
"19.12.2006","2.870,30","2.870,30","2.870,30","2.870,30","-","-0,23%"
"18.12.2006","2.876,81","2.876,81","2.876,81","2.876,81","-","-0,88%"
"15.12.2006","2.902,28","2.902,28","2.902,28","2.902,28","-","0,17%"
"14.12.2006","2.897,31","2.897,31","2.897,31","2.897,31","-","0,99%"
"13.12.2006","2.868,81","2.868,81","2.868,81","2.868,81","-","1,27%"
"12.12.2006","2.832,77","2.832,77","2.832,77","2.832,77","-","-1,27%"
"11.12.2006","2.869,30","2.869,30","2.869,30","2.869,30","-","0,70%"
